16, 0.5, 0, 3, -2.82776, 100, 100, 3600, 1675, 20000
16, 0.75, 0, 3, -0.663476, 100, 100, 5400, 1325, 20000
16, 0.666667, 0, 3, -1.31038, 100, 100, 4800, 1439, 20000
16, 0.75, 1, 3, -0.663476, 100, 100, 5400, 1260, 20000
16, 0.666667, 1, 3, -1.31038, 100, 100, 4800, 1398, 20000
16, 0.833333, 0, 3, -0.0690804, 100, 100, 6000, 1142, 20000
16, 0.5, 0, 3, -1.82776, 100, 100, 3600, 1566, 20000
16, 0.75, 0, 3, 0.336524, 100, 100, 5400, 1118, 20000
16, 0.666667, 0, 3, -0.310382, 100, 100, 4800, 1142, 20000
16, 0.75, 1, 3, 0.336524, 100, 100, 5400, 1041, 20000
16, 0.5, 0, 3, -0.827757, 104, 100, 3744, 1221, 19906
16, 0.666667, 1, 3, -0.310382, 100, 100, 4800, 1213, 20000
16, 0.833333, 0, 3, 0.93092, 100, 100, 6000, 972, 20000
16, 0.75, 0, 3, 1.33652, 101, 100, 5454, 874, 20033
16, 0.666667, 0, 3, 0.689618, 101, 100, 4848, 977, 20189
16, 0.75, 1, 3, 1.33652, 100, 100, 5400, 897, 19916
16, 0.5, 0, 3, 0.152824, 129, 100, 4644, 1103, 20447
16, 0.75, 0, 3, 2.33156, 103, 100, 5562, 679, 19868
16, 0.666667, 0, 3, 1.68466, 115, 100, 5520, 717, 19465
16, 0.666667, 1, 3, 0.689618, 103, 100, 4944, 967, 20016
16, 0.833333, 0, 3, 1.93092, 100, 100, 6000, 803, 20000
16, 0.75, 1, 3, 2.33652, 106, 100, 5724, 660, 20209
16, 0.5, 0, 3, 1.03327, 198, 100, 7128, 966, 20033
16, 0.75, 0, 3, 3.31689, 145, 100, 7830, 586, 20090
16, 0.666667, 0, 3, 2.61716, 172, 100, 8256, 670, 20338
16, 0.666667, 1, 3, 1.67495, 109, 100, 5232, 756, 19572
16, 0.833333, 0, 3, 2.93092, 102, 100, 6120, 596, 19653
16, 0.5, 0, 3, 1.74394, 341, 100, 12276, 940, 21408
16, 0.75, 0, 3, 4.14735, 240, 100, 12960, 498, 19925
16, 0.75, 1, 3, 3.30781, 147, 100, 7938, 592, 20213
16, 0.666667, 0, 3, 3.37965, 304, 100, 14592, 675, 20743
16, 0.666667, 1, 3, 2.63277, 142, 100, 6816, 626, 19187
16, 0.833333, 0, 3, 3.92107, 120, 100, 7200, 409, 20209
16, 0.75, 0, 3, 4.79284, 478, 100, 25812, 482, 20311
16, 0.5, 0, 3, 2.28547, 668, 100, 24048, 856, 24025
16, 0.75, 1, 3, 4.1326, 233, 100, 12582, 509, 19655
16, 0.666667, 0, 3, 3.95319, 679, 100, 32592, 576, 22109
16, 0.5, 0, 27, -2.82776, 100, 100, 32400, 14801, 20000
16, 0.666667, 1, 3, 3.47196, 228, 100, 10944, 540, 18491
16, 0.833333, 0, 3, 4.83394, 209, 100, 12540, 379, 18035
16, 0.75, 0, 3, 5.25023, 935, 100, 50490, 429, 19640
16, 0.75, 1, 3, 4.78772, 399, 100, 21546, 481, 19854
16, 0.833333, 0, 27, -0.0690804, 100, 100, 54000, 10343, 20000
16, 0.5, 0, 3, 2.67239, 1118, 100, 40248, 827, 26193
16, 0.666667, 0, 27, -1.31038, 100, 100, 43200, 12498, 20000
16, 0.666667, 0, 3, 4.33696, 1076, 100, 51648, 566, 23126
16, 0.833333, 0, 3, 5.52565, 311, 100, 18660, 348, 16708
16, 0.666667, 1, 27, -1.31038, 100, 100, 43200, 12605, 20000
16, 0.666667, 1, 3, 4.13422, 479, 100, 22992, 530, 20113
11, 0.5, 0, 27, -2.82776, 100, 100, 32400, 15315, 20000
16, 0.75, 1, 3, 5.28834, 1067, 100, 57618, 441, 22319
16, 0.75, 0, 3, 5.57727, 1778, 100, 96012, 397, 22107
11, 0.666667, 0, 27, -1.31038, 100, 100, 43200, 12618, 20000
11, 0.75, 0, 27, -0.663476, 100, 100, 48600, 11431, 20000
16, 0.75, 1, 27, -0.663476, 100, 100, 48600, 11414, 20000
16, 0.833333, 0, 3, 6.0927, 631, 100, 37860, 340, 17609
16, 0.666667, 0, 3, 4.64181, 1792, 100, 86016, 542, 24836
16, 0.5, 0, 3, 2.97146, 2050, 100, 73800, 834, 30200
16, 0.666667, 1, 3, 4.59113, 1107, 100, 53136, 509, 22623
16, 0.75, 0, 3, 5.81442, 2398, 100, 129492, 415, 22437
16, 0.75, 0, 27, -0.663476, 100, 100, 48600, 11500, 20000
16, 0.75, 1, 3, 5.59448, 1603, 100, 86562, 449, 21943
16, 0.833333, 0, 3, 6.49079, 1183, 100, 70980, 267, 15686
16, 0.666667, 1, 3, 4.89169, 1464, 100, 70272, 441, 21939
16, 0.666667, 0, 3, 4.87804, 2933, 100, 140784, 558, 27106
16, 0.75, 0, 3, 6.01863, 3776, 100, 203904, 390, 23290
16, 0.833333, 0, 3, 6.78154, 1586, 100, 95160, 289, 15063
16, 0.5, 0, 3, 3.19232, 2661, 100, 95796, 837, 31594
11, 0.833333, 0, 27, -0.0690804, 100, 100, 54000, 10453, 20000
16, 0.75, 1, 3, 5.84425, 2910, 100, 157140, 442, 24616
16, 0.5, 0, 27, -1.82776, 100, 100, 32400, 13076, 20000
16, 0.5, 0, 54, -2.82776, 100, 100, 64800, 30119, 20000
16, 0.833333, 0, 3, 7.03264, 2129, 100, 127740, 236, 12464
16, 0.666667, 1, 3, 5.15304, 2383, 100, 114384, 393, 21666
16, 0.666667, 0, 27, -0.310382, 100, 100, 43200, 10905, 20000
16, 0.75, 0, 3, 6.18137, 5025, 100, 271350, 364, 22505
16, 0.833333, 0, 54, -0.0690804, 100, 100, 108000, 20661, 20000
16, 0.666667, 0, 3, 5.06269, 4298, 100, 206304, 460, 28259
16, 0.666667, 0, 54, -1.31038, 100, 100, 86400, 25324, 20000
16, 0.75, 1, 3, 6.02962, 3435, 100, 185490, 428, 23581
16, 0.666667, 1, 27, -0.310382, 100, 100, 43200, 10769, 20000
16, 0.833333, 0, 27, 0.93092, 100, 100, 54000, 8694, 20000
16, 0.833333, 0, 3, 7.24936, 3040, 100, 182400, 277, 14084
11, 0.5, 0, 27, -1.82776, 100, 100, 32400, 13299, 20000
16, 0.5, 0, 3, 3.38618, 4642, 100, 167112, 815, 40949
16, 0.666667, 1, 3, 5.35789, 2847, 100, 136656, 460, 22123
16, 0.75, 1, 27, 0.336524, 100, 100, 48600, 9701, 20000
16, 0.75, 0, 3, 6.32244, 4666, 100, 251964, 313, 19649
11, 0.666667, 0, 54, -1.31038, 100, 100, 86400, 25118, 20000
11, 0.666667, 0, 27, -0.310382, 100, 100, 43200, 10748, 20000
11, 0.75, 0, 27, 0.336524, 100, 100, 48600, 9693, 20000
16, 0.75, 1, 3, 6.20025, 4579, 100, 247266, 371, 23195
11, 0.833333, 0, 54, -0.0690804, 100, 100, 108000, 20839, 20000
16, 0.666667, 0, 3, 5.21522, 4849, 100, 232752, 475, 27522
16, 0.5, 0, 27, -0.827757, 100, 100, 32400, 10720, 20000
16, 0.833333, 0, 3, 7.43073, 4315, 100, 258900, 212, 11733
16, 0.5, 0, 81, -2.82776, 100, 100, 97200, 45307, 20000
16, 0.666667, 1, 54, -1.31038, 100, 100, 86400, 25318, 20000
11, 0.75, 0, 54, -0.663476, 100, 100, 97200, 22947, 20000
16, 0.75, 0, 3, 6.46883, 7322, 100, 395388, 260, 19611
16, 0.666667, 1, 3, 5.54531, 4261, 100, 204528, 402, 24249
16, 0.75, 1, 3, 6.34803, 5429, 100, 293166, 305, 23286
16, 0.75, 0, 27, 0.336524, 100, 100, 48600, 9683, 20000
16, 0.75, 0, 54, -0.663476, 100, 100, 97200, 22844, 20000
16, 0.5, 0, 3, 3.53295, 5582, 100, 200952, 771, 41458
16, 0.666667, 0, 27, 0.689618, 100, 100, 43200, 8874, 20000
16, 0.666667, 0, 3, 5.35883, 5904, 100, 283392, 384, 26863
11, 0.5, 0, 54, -2.82776, 100, 100, 64800, 29997, 20000
16, 0.75, 1, 54, -0.663476, 100, 100, 97200, 22884, 20000
16, 0.666667, 1, 27, 0.689618, 100, 100, 43200, 8745, 20000
16, 0.833333, 0, 3, 7.58297, 5485, 100, 329100, 214, 11307
16, 0.833333, 0, 27, 1.93092, 100, 100, 54000, 6904, 20000
16, 0.75, 0, 81, -0.663476, 100, 100, 145800, 34702, 20000
16, 0.666667, 0, 81, -1.31038, 100, 100, 129600, 37672, 20000
11, 0.5, 0, 81, -2.82776, 100, 100, 97200, 45633, 20000
16, 0.666667, 1, 81, -1.31038, 100, 100, 129600, 37504, 20000
11, 0.5, 0, 27, -0.827757, 100, 100, 32400, 11227, 20000
16, 0.833333, 0, 81, -0.0690804, 100, 100, 162000, 31065, 20000
16, 0.75, 1, 3, 6.48375, 8597, 100, 464238, 311, 24855
16, 0.75, 0, 3, 6.5857, 10134, 100, 547236, 231, 22421
16, 0.75, 1, 27, 1.33652, 100, 100, 48600, 7886, 20000
16, 0.666667, 1, 3, 5.69851, 5736, 100, 275328, 387, 30428
11, 0.833333, 0, 27, 0.93092, 100, 100, 54000, 8670, 20000
16, 0.5, 0, 27, 0.172243, 106, 100, 34344, 7615, 20162
11, 0.666667, 0, 27, 0.689618, 100, 100, 43200, 8757, 20000
11, 0.833333, 0, 81, -0.0690804, 100, 100, 162000, 31224, 20000
11, 0.75, 0, 27, 1.33652, 100, 100, 48600, 7807, 20000
16, 0.5, 0, 3, 3.6668, 6156, 100, 221616, 608, 38522
16, 0.833333, 0, 3, 7.71799, 4850, 100, 291000, 250, 10790
16, 0.75, 1, 81, -0.663476, 100, 100, 145800, 34486, 20000
16, 0.666667, 0, 3, 5.48897, 7295, 100, 350160, 382, 26880
16, 0.5, 0, 54, -1.82776, 100, 100, 64800, 26138, 20000
16, 0.666667, 0, 27, 1.68962, 100, 100, 43200, 6737, 20000
16, 0.75, 1, 3, 6.5916, 8943, 100, 482922, 305, 25006
16, 0.666667, 0, 54, -0.310382, 100, 100, 86400, 21422, 20000
