('802.16', '1/2', 3, 'A', -2.8277568533786299, 100, 100, 3600, 1675, 20000)
('802.16', '3/4', 3, 'A', -0.66347569970478615, 100, 100, 5400, 1325, 20000)
('802.16', '2/3', 3, 'A', -1.3103816364765377, 100, 100, 4800, 1439, 20000)
('802.16', '3/4', 3, 'B', -0.66347569970478615, 100, 100, 5400, 1260, 20000)
('802.16', '2/3', 3, 'B', -1.3103816364765377, 100, 100, 4800, 1398, 20000)
('802.16', '5/6', 3, 'A', -0.06908044999192553, 100, 100, 6000, 1142, 20000)
('802.16', '1/2', 3, 'A', -1.8277568533786299, 100, 100, 3600, 1566, 20000)
('802.16', '3/4', 3, 'A', 0.33652430029521385, 100, 100, 5400, 1118, 20000)
('802.16', '2/3', 3, 'A', -0.31038163647653771, 100, 100, 4800, 1142, 20000)
('802.16', '3/4', 3, 'B', 0.33652430029521385, 100, 100, 5400, 1041, 20000)
('802.16', '1/2', 3, 'A', -0.82775685337862992, 104, 100, 3744, 1221, 19906)
('802.16', '2/3', 3, 'B', -0.31038163647653771, 100, 100, 4800, 1213, 20000)
('802.16', '5/6', 3, 'A', 0.93091955000807447, 100, 100, 6000, 972, 20000)
('802.16', '3/4', 3, 'A', 1.3365243002952139, 101, 100, 5454, 874, 20033)
('802.16', '2/3', 3, 'A', 0.68961836352346229, 101, 100, 4848, 977, 20189)
('802.16', '3/4', 3, 'B', 1.3365243002952139, 100, 100, 5400, 897, 19916)
('802.16', '1/2', 3, 'A', 0.1528238223122903, 129, 100, 4644, 1103, 20447)
('802.16', '3/4', 3, 'A', 2.3315614905052029, 103, 100, 5562, 679, 19868)
('802.16', '2/3', 3, 'A', 1.6846555537334513, 115, 100, 5520, 717, 19465)
('802.16', '2/3', 3, 'B', 0.68961836352346229, 103, 100, 4944, 967, 20016)
('802.16', '5/6', 3, 'A', 1.9309195500080745, 100, 100, 6000, 803, 20000)
('802.16', '3/4', 3, 'B', 2.3365243002952139, 106, 100, 5724, 660, 20209)
('802.16', '1/2', 3, 'A', 1.033274728637914, 198, 100, 7128, 966, 20033)
('802.16', '3/4', 3, 'A', 3.3168907686694959, 145, 100, 7830, 586, 20090)
('802.16', '2/3', 3, 'A', 2.6171603619737649, 172, 100, 8256, 670, 20338)
('802.16', '2/3', 3, 'B', 1.6749476416877553, 109, 100, 5232, 756, 19572)
('802.16', '5/6', 3, 'A', 2.9309195500080745, 102, 100, 6120, 596, 19653)
('802.16', '1/2', 3, 'A', 1.7439437831566154, 341, 100, 12276, 940, 21408)
('802.16', '3/4', 3, 'A', 4.1473455672068953, 240, 100, 12960, 498, 19925)
('802.16', '3/4', 3, 'B', 3.3078101626524781, 147, 100, 7938, 592, 20213)
('802.16', '2/3', 3, 'A', 3.3796532136367885, 304, 100, 14592, 675, 20743)
('802.16', '2/3', 3, 'B', 2.6327739269089068, 142, 100, 6816, 626, 19187)
('802.16', '5/6', 3, 'A', 3.9210670929847486, 120, 100, 7200, 409, 20209)
('802.16', '3/4', 3, 'A', 4.792842791574798, 478, 100, 25812, 482, 20311)
('802.16', '1/2', 3, 'A', 2.2854741442304976, 668, 100, 24048, 856, 24025)
('802.16', '3/4', 3, 'B', 4.1325962614948004, 233, 100, 12582, 509, 19655)
('802.16', '2/3', 3, 'A', 3.9531925483131927, 679, 100, 32592, 576, 22109)
('802.16', '1/2', 27, 'A', -2.8277568533786299, 100, 100, 32400, 14801, 20000)
('802.16', '2/3', 3, 'B', 3.4719552852055959, 228, 100, 10944, 540, 18491)
('802.16', '5/6', 3, 'A', 4.8339380221600257, 209, 100, 12540, 379, 18035)
('802.16', '3/4', 3, 'A', 5.2502321453211458, 935, 100, 50490, 429, 19640)
('802.16', '3/4', 3, 'B', 4.7877180435752189, 399, 100, 21546, 481, 19854)
('802.16', '5/6', 27, 'A', -0.06908044999192553, 100, 100, 54000, 10343, 20000)
('802.16', '1/2', 3, 'A', 2.672385760497566, 1118, 100, 40248, 827, 26193)
('802.16', '2/3', 27, 'A', -1.3103816364765377, 100, 100, 43200, 12498, 20000)
('802.16', '2/3', 3, 'A', 4.3369573265398609, 1076, 100, 51648, 566, 23126)
('802.16', '5/6', 3, 'A', 5.5256524860261003, 311, 100, 18660, 348, 16708)
('802.16', '2/3', 27, 'B', -1.3103816364765377, 100, 100, 43200, 12605, 20000)
('802.16', '2/3', 3, 'B', 4.1342214637381183, 479, 100, 22992, 530, 20113)
('802.11n', '1/2', 27, 'A', -2.8277568533786299, 100, 100, 32400, 15315, 20000)
('802.16', '3/4', 3, 'B', 5.2883442178969773, 1067, 100, 57618, 441, 22319)
('802.16', '3/4', 3, 'A', 5.57726711540501, 1778, 100, 96012, 397, 22107)
('802.11n', '2/3', 27, 'A', -1.3103816364765377, 100, 100, 43200, 12618, 20000)
('802.11n', '3/4', 27, 'A', -0.66347569970478615, 100, 100, 48600, 11431, 20000)
('802.16', '3/4', 27, 'B', -0.66347569970478615, 100, 100, 48600, 11414, 20000)
('802.16', '5/6', 3, 'A', 6.0927004631498427, 631, 100, 37860, 340, 17609)
('802.16', '2/3', 3, 'A', 4.641812706964707, 1792, 100, 86016, 542, 24836)
('802.16', '1/2', 3, 'A', 2.9714600627748555, 2050, 100, 73800, 834, 30200)
('802.16', '2/3', 3, 'B', 4.5911331261230721, 1107, 100, 53136, 509, 22623)
('802.16', '3/4', 3, 'A', 5.8144231181306347, 2398, 100, 129492, 415, 22437)
('802.16', '3/4', 27, 'A', -0.66347569970478615, 100, 100, 48600, 11500, 20000)
('802.16', '3/4', 3, 'B', 5.5944826053582908, 1603, 100, 86562, 449, 21943)
('802.16', '5/6', 3, 'A', 6.4907941774788593, 1183, 100, 70980, 267, 15686)
('802.16', '2/3', 3, 'B', 4.891689671012216, 1464, 100, 70272, 441, 21939)
('802.16', '2/3', 3, 'A', 4.8780405025954741, 2933, 100, 140784, 558, 27106)
('802.16', '3/4', 3, 'A', 6.0186323682840177, 3776, 100, 203904, 390, 23290)
('802.16', '5/6', 3, 'A', 6.7815360797936499, 1586, 100, 95160, 289, 15063)
('802.16', '1/2', 3, 'A', 3.1923231149245486, 2661, 100, 95796, 837, 31594)
('802.11n', '5/6', 27, 'A', -0.06908044999192553, 100, 100, 54000, 10453, 20000)
('802.16', '3/4', 3, 'B', 5.8442485594339937, 2910, 100, 157140, 442, 24616)
('802.16', '1/2', 27, 'A', -1.8277568533786299, 100, 100, 32400, 13076, 20000)
('802.16', '1/2', 54, 'A', -2.8277568533786299, 100, 100, 64800, 30119, 20000)
('802.16', '5/6', 3, 'A', 7.0326370602695629, 2129, 100, 127740, 236, 12464)
('802.16', '2/3', 3, 'B', 5.1530438577568747, 2383, 100, 114384, 393, 21666)
('802.16', '2/3', 27, 'A', -0.31038163647653771, 100, 100, 43200, 10905, 20000)
('802.16', '3/4', 3, 'A', 6.1813685070100473, 5025, 100, 271350, 364, 22505)
('802.16', '5/6', 54, 'A', -0.06908044999192553, 100, 100, 108000, 20661, 20000)
('802.16', '2/3', 3, 'A', 5.0626882307107284, 4298, 100, 206304, 460, 28259)
('802.16', '2/3', 54, 'A', -1.3103816364765377, 100, 100, 86400, 25324, 20000)
('802.16', '3/4', 3, 'B', 6.0296245588740103, 3435, 100, 185490, 428, 23581)
('802.16', '2/3', 27, 'B', -0.31038163647653771, 100, 100, 43200, 10769, 20000)
('802.16', '5/6', 27, 'A', 0.93091955000807447, 100, 100, 54000, 8694, 20000)
('802.16', '5/6', 3, 'A', 7.2493636360339471, 3040, 100, 182400, 277, 14084)
('802.11n', '1/2', 27, 'A', -1.8277568533786299, 100, 100, 32400, 13299, 20000)
('802.16', '1/2', 3, 'A', 3.3861783629745887, 4642, 100, 167112, 815, 40949)
('802.16', '2/3', 3, 'B', 5.3578948060986109, 2847, 100, 136656, 460, 22123)
('802.16', '3/4', 27, 'B', 0.33652430029521385, 100, 100, 48600, 9701, 20000)
('802.16', '3/4', 3, 'A', 6.3224376301817671, 4666, 100, 251964, 313, 19649)
('802.11n', '2/3', 54, 'A', -1.3103816364765377, 100, 100, 86400, 25118, 20000)
('802.11n', '2/3', 27, 'A', -0.31038163647653771, 100, 100, 43200, 10748, 20000)
('802.11n', '3/4', 27, 'A', 0.33652430029521385, 100, 100, 48600, 9693, 20000)
('802.16', '3/4', 3, 'B', 6.200247187835787, 4579, 100, 247266, 371, 23195)
('802.11n', '5/6', 54, 'A', -0.06908044999192553, 100, 100, 108000, 20839, 20000)
('802.16', '2/3', 3, 'A', 5.215222278203365, 4849, 100, 232752, 475, 27522)
('802.16', '1/2', 27, 'A', -0.82775685337862992, 100, 100, 32400, 10720, 20000)
('802.16', '5/6', 3, 'A', 7.4307326985614504, 4315, 100, 258900, 212, 11733)
('802.16', '1/2', 81, 'A', -2.8277568533786299, 100, 100, 97200, 45307, 20000)
